model,tracker,elapsed_s,unique_ids,cell_mae,sum_mae,class_relative_error,route_relative_error,total_gt,total_pred,total_err,total_abs_pct_err,perfect_routes
YOLO26m_final.pt,day_botsort,2183.5078678131104,1281,0.5952380952380952,1.1666666666666667,2.343017806935333,6.156578045947953,1067,1072,5,0.4686035613870665,2
